timestamp,hour,day_of_week,month,is_weekend,is_semester,is_exam,is_holiday,building_name,consumption_kWh
2022-01-02 07:00:00,7,6,1,1,0,0,0,Edificio Apolonia,5.301780999827783
2022-01-02 08:00:00,8,6,1,1,0,0,0,Edificio Apolonia,5.419964914073798
2022-01-02 09:00:00,9,6,1,1,0,0,0,Edificio Apolonia,6.753641218937492
2022-01-02 10:00:00,10,6,1,1,0,0,0,Edificio Apolonia,6.5239788474693325
2022-01-02 11:00:00,11,6,1,1,0,0,0,Edificio Apolonia,6.50289077050656
2022-01-02 12:00:00,12,6,1,1,0,0,0,Edificio Apolonia,6.128170517148363
2022-01-02 13:00:00,13,6,1,1,0,0,0,Edificio Apolonia,6.011911246865987
2022-01-02 14:00:00,14,6,1,1,0,0,0,Edificio Apolonia,6.037977801563883
2022-01-02 15:00:00,15,6,1,1,0,0,0,Edificio Apolonia,6.604789999237731
2022-01-02 16:00:00,16,6,1,1,0,0,0,Edificio Apolonia,5.902119914037754
2022-01-02 17:00:00,17,6,1,1,0,0,0,Edificio Apolonia,6.384633153988034
2022-01-02 18:00:00,18,6,1,1,0,0,0,Edificio Apolonia,6.345828035302277
2022-01-02 19:00:00,19,6,1,1,0,0,0,Edificio Apolonia,5.63930573163592
2022-01-02 20:00:00,20,6,1,1,0,0,0,Edificio Apolonia,5.686903462443774
2022-01-02 21:00:00,21,6,1,1,0,0,0,Edificio Apolonia,5.292475971240638
2022-01-02 22:00:00,22,6,1,1,0,0,0,Edificio Apolonia,5.634879636105637
2022-01-02 23:00:00,23,6,1,1,0,0,0,Edificio Apolonia,5.612260190012547
2022-01-03 00:00:00,0,0,1,0,0,0,0,Edificio Apolonia,3.1016662300227957
2022-01-03 01:00:00,1,0,1,0,0,0,0,Edificio Apolonia,2.703024371373573
2022-01-03 02:00:00,2,0,1,0,0,0,0,Edificio Apolonia,2.896783127780774
2022-01-03 03:00:00,3,0,1,0,0,0,0,Edificio Apolonia,2.826359974811831
2022-01-03 04:00:00,4,0,1,0,0,0,0,Edificio Apolonia,3.269174464994697
2022-01-03 05:00:00,5,0,1,0,0,0,0,Edificio Apolonia,3.453046912957778
2022-01-03 06:00:00,6,0,1,0,0,0,0,Edificio Apolonia,4.822441074146118
2022-01-03 07:00:00,7,0,1,0,0,0,0,Edificio Apolonia,6.805691199754127
2022-01-03 08:00:00,8,0,1,0,0,0,0,Edificio Apolonia,10.337391571695495
2022-01-03 09:00:00,9,0,1,0,0,0,0,Edificio Apolonia,13.793975834974388
2022-01-03 10:00:00,10,0,1,0,0,0,0,Edificio Apolonia,18.79827269096091
2022-01-03 11:00:00,11,0,1,0,0,0,0,Edificio Apolonia,16.330301422122734
2022-01-03 12:00:00,12,0,1,0,0,0,0,Edificio Apolonia,16.16956857159835
2022-01-03 13:00:00,13,0,1,0,0,0,0,Edificio Apolonia,13.186665030597348
2022-01-03 14:00:00,14,0,1,0,0,0,0,Edificio Apolonia,12.916888856587516
2022-01-03 15:00:00,15,0,1,0,0,0,0,Edificio Apolonia,12.894591189887391
2022-01-03 16:00:00,16,0,1,0,0,0,0,Edificio Apolonia,12.642012188668836
2022-01-03 17:00:00,17,0,1,0,0,0,0,Edificio Apolonia,11.641119115976272
2022-01-03 18:00:00,18,0,1,0,0,0,0,Edificio Apolonia,10.867016531024245
2022-01-03 19:00:00,19,0,1,0,0,0,0,Edificio Apolonia,9.912460367951926
2022-01-03 20:00:00,20,0,1,0,0,0,0,Edificio Apolonia,9.282344014128322
2022-01-03 21:00:00,21,0,1,0,0,0,0,Edificio Apolonia,7.695511301797221
2022-01-03 22:00:00,22,0,1,0,0,0,0,Edificio Apolonia,6.4739150273900945
2022-01-03 23:00:00,23,0,1,0,0,0,0,Edificio Apolonia,4.449803194892222
2022-01-04 00:00:00,0,1,1,0,0,0,0,Edificio Apolonia,2.790288372319849
2022-01-04 01:00:00,1,1,1,0,0,0,0,Edificio Apolonia,3.190952997666784
2022-01-04 02:00:00,2,1,1,0,0,0,0,Edificio Apolonia,2.899530346058099
2022-01-04 03:00:00,3,1,1,0,0,0,0,Edificio Apolonia,3.1723919006742207
2022-01-04 04:00:00,4,1,1,0,0,0,0,Edificio Apolonia,3.1581618846123494
2022-01-04 05:00:00,5,1,1,0,0,0,0,Edificio Apolonia,3.4912100581827943
2022-01-04 06:00:00,6,1,1,0,0,0,0,Edificio Apolonia,4.560608333586395
2022-01-04 07:00:00,7,1,1,0,0,0,0,Edificio Apolonia,7.383121753550136
2022-01-04 08:00:00,8,1,1,0,0,0,0,Edificio Apolonia,10.931489120807834
2022-01-04 09:00:00,9,1,1,0,0,0,0,Edificio Apolonia,15.500816668919283
2022-01-04 10:00:00,10,1,1,0,0,0,0,Edificio Apolonia,15.651269457892063
2022-01-04 11:00:00,11,1,1,0,0,0,0,Edificio Apolonia,19.082196675599615
2022-01-04 12:00:00,12,1,1,0,0,0,0,Edificio Apolonia,16.324719134629376
2022-01-04 13:00:00,13,1,1,0,0,0,0,Edificio Apolonia,15.15233401790291
2022-01-04 14:00:00,14,1,1,0,0,0,0,Edificio Apolonia,14.238812580985076
2022-01-04 15:00:00,15,1,1,0,0,0,0,Edificio Apolonia,13.358177137840592
2022-01-04 16:00:00,16,1,1,0,0,0,0,Edificio Apolonia,13.991937612932125
2022-01-04 17:00:00,17,1,1,0,0,0,0,Edificio Apolonia,11.552730079013386
2022-01-04 18:00:00,18,1,1,0,0,0,0,Edificio Apolonia,10.940208506293505
2022-01-04 19:00:00,19,1,1,0,0,0,0,Edificio Apolonia,9.825910986179162
2022-01-04 20:00:00,20,1,1,0,0,0,0,Edificio Apolonia,10.026877970775255
2022-01-04 21:00:00,21,1,1,0,0,0,0,Edificio Apolonia,7.485984615097617
2022-01-04 22:00:00,22,1,1,0,0,0,0,Edificio Apolonia,6.475838782865861
2022-01-04 23:00:00,23,1,1,0,0,0,0,Edificio Apolonia,4.705983711593966
2022-01-05 00:00:00,0,2,1,0,0,0,0,Edificio Apolonia,3.067272418781845
2022-01-05 01:00:00,1,2,1,0,0,0,0,Edificio Apolonia,3.0081714813368383
2022-01-05 02:00:00,2,2,1,0,0,0,0,Edificio Apolonia,3.1459657494989917
2022-01-05 03:00:00,3,2,1,0,0,0,0,Edificio Apolonia,2.9573638115427068
2022-01-05 04:00:00,4,2,1,0,0,0,0,Edificio Apolonia,3.2577133931670956
2022-01-05 05:00:00,5,2,1,0,0,0,0,Edificio Apolonia,3.5393960182839854
2022-01-05 06:00:00,6,2,1,0,0,0,0,Edificio Apolonia,4.912395550155262
2022-01-05 07:00:00,7,2,1,0,0,0,0,Edificio Apolonia,7.121435930856116
2022-01-05 08:00:00,8,2,1,0,0,0,0,Edificio Apolonia,11.986808875820811
2022-01-05 09:00:00,9,2,1,0,0,0,0,Edificio Apolonia,15.323056353000748
2022-01-05 10:00:00,10,2,1,0,0,0,0,Edificio Apolonia,18.172286289384775
2022-01-05 11:00:00,11,2,1,0,0,0,0,Edificio Apolonia,15.600373108389979
2022-01-05 12:00:00,12,2,1,0,0,0,0,Edificio Apolonia,16.185910055921493
2022-01-05 13:00:00,13,2,1,0,0,0,0,Edificio Apolonia,14.936408940379357
2022-01-05 14:00:00,14,2,1,0,0,0,0,Edificio Apolonia,13.582610003664668
2022-01-05 15:00:00,15,2,1,0,0,0,0,Edificio Apolonia,14.117425212188135
2022-01-05 16:00:00,16,2,1,0,0,0,0,Edificio Apolonia,13.048604030782801
2022-01-05 17:00:00,17,2,1,0,0,0,0,Edificio Apolonia,11.146019090808483
2022-01-05 18:00:00,18,2,1,0,0,0,0,Edificio Apolonia,11.35241033627318
2022-01-05 19:00:00,19,2,1,0,0,0,0,Edificio Apolonia,10.827283979095542
2022-01-05 20:00:00,20,2,1,0,0,0,0,Edificio Apolonia,9.440045069449507
2022-01-05 21:00:00,21,2,1,0,0,0,0,Edificio Apolonia,7.759221261812189
2022-01-05 22:00:00,22,2,1,0,0,0,0,Edificio Apolonia,6.156870785419039
2022-01-05 23:00:00,23,2,1,0,0,0,0,Edificio Apolonia,4.60690794574836
2022-01-06 00:00:00,0,3,1,0,0,0,0,Edificio Apolonia,2.8100163355491747
2022-01-06 01:00:00,1,3,1,0,0,0,0,Edificio Apolonia,2.8466661879467847
2022-01-06 02:00:00,2,3,1,0,0,0,0,Edificio Apolonia,2.898044984521689
2022-01-06 03:00:00,3,3,1,0,0,0,0,Edificio Apolonia,2.951498999827445
2022-01-06 04:00:00,4,3,1,0,0,0,0,Edificio Apolonia,3.3423189886556908
2022-01-06 05:00:00,5,3,1,0,0,0,0,Edificio Apolonia,3.224665645402365
2022-01-06 06:00:00,6,3,1,0,0,0,0,Edificio Apolonia,4.759811877112131
2022-01-06 07:00:00,7,3,1,0,0,0,0,Edificio Apolonia,7.041742217305473
2022-01-06 08:00:00,8,3,1,0,0,0,0,Edificio Apolonia,10.71068089913043
2022-01-06 09:00:00,9,3,1,0,0,0,0,Edificio Apolonia,15.74284206151551
2022-01-06 10:00:00,10,3,1,0,0,0,0,Edificio Apolonia,17.531844196313116
2022-01-06 11:00:00,11,3,1,0,0,0,0,Edificio Apolonia,16.69559874638104
2022-01-06 12:00:00,12,3,1,0,0,0,0,Edificio Apolonia,15.844112863524499
2022-01-06 13:00:00,13,3,1,0,0,0,0,Edificio Apolonia,14.590521856011055
2022-01-06 14:00:00,14,3,1,0,0,0,0,Edificio Apolonia,14.553842712509992
2022-01-06 15:00:00,15,3,1,0,0,0,0,Edificio Apolonia,13.120291666977124
2022-01-06 16:00:00,16,3,1,0,0,0,0,Edificio Apolonia,11.839879700293432
2022-01-06 17:00:00,17,3,1,0,0,0,0,Edificio Apolonia,13.013860290181324
2022-01-06 18:00:00,18,3,1,0,0,0,0,Edificio Apolonia,11.769504232683579
2022-01-06 19:00:00,19,3,1,0,0,0,0,Edificio Apolonia,11.067145718985238
2022-01-06 20:00:00,20,3,1,0,0,0,0,Edificio Apolonia,10.08722371299041
2022-01-06 21:00:00,21,3,1,0,0,0,0,Edificio Apolonia,7.338917265566802
2022-01-06 22:00:00,22,3,1,0,0,0,0,Edificio Apolonia,5.845016881322387
2022-01-06 23:00:00,23,3,1,0,0,0,0,Edificio Apolonia,4.844241091855022
2022-01-07 00:00:00,0,4,1,0,0,0,0,Edificio Apolonia,2.64015018605335
2022-01-07 01:00:00,1,4,1,0,0,0,0,Edificio Apolonia,2.940120771196912
2022-01-07 02:00:00,2,4,1,0,0,0,0,Edificio Apolonia,3.101921878049678
2022-01-07 03:00:00,3,4,1,0,0,0,0,Edificio Apolonia,2.7681507674720787
2022-01-07 04:00:00,4,4,1,0,0,0,0,Edificio Apolonia,2.9315659122353876
2022-01-07 05:00:00,5,4,1,0,0,0,0,Edificio Apolonia,3.628282862488546
2022-01-07 06:00:00,6,4,1,0,0,0,0,Edificio Apolonia,4.702203674522058
2022-01-07 07:00:00,7,4,1,0,0,0,0,Edificio Apolonia,7.181648725568778
2022-01-07 08:00:00,8,4,1,0,0,0,0,Edificio Apolonia,10.650202971621297
2022-01-07 09:00:00,9,4,1,0,0,0,0,Edificio Apolonia,14.316665980442522
2022-01-07 10:00:00,10,4,1,0,0,0,0,Edificio Apolonia,16.636983401268825
2022-01-07 11:00:00,11,4,1,0,0,0,0,Edificio Apolonia,16.65454044292826
2022-01-07 12:00:00,12,4,1,0,0,0,0,Edificio Apolonia,16.559144001383316
2022-01-07 13:00:00,13,4,1,0,0,0,0,Edificio Apolonia,14.303950555928504
2022-01-07 14:00:00,14,4,1,0,0,0,0,Edificio Apolonia,14.75972858398891
2022-01-07 15:00:00,15,4,1,0,0,0,0,Edificio Apolonia,14.3848769839972
2022-01-07 16:00:00,16,4,1,0,0,0,0,Edificio Apolonia,12.661482986210633
2022-01-07 17:00:00,17,4,1,0,0,0,0,Edificio Apolonia,12.085205281672106
2022-01-07 18:00:00,18,4,1,0,0,0,0,Edificio Apolonia,11.23582240538065
2022-01-07 19:00:00,19,4,1,0,0,0,0,Edificio Apolonia,10.972757973576156
2022-01-07 20:00:00,20,4,1,0,0,0,0,Edificio Apolonia,9.72310715004089
2022-01-07 21:00:00,21,4,1,0,0,0,0,Edificio Apolonia,7.347994039018289
2022-01-07 22:00:00,22,4,1,0,0,0,0,Edificio Apolonia,5.975462586435896
2022-01-07 23:00:00,23,4,1,0,0,0,0,Edificio Apolonia,4.453516329165371
2022-01-08 00:00:00,0,5,1,1,0,0,0,Edificio Apolonia,5.2401897119558285
2022-01-08 01:00:00,1,5,1,1,0,0,0,Edificio Apolonia,4.77659015940634
2022-01-08 02:00:00,2,5,1,1,0,0,0,Edificio Apolonia,5.069679047447158
2022-01-08 03:00:00,3,5,1,1,0,0,0,Edificio Apolonia,5.066666972328311
2022-01-08 04:00:00,4,5,1,1,0,0,0,Edificio Apolonia,4.918587049692397
2022-01-08 05:00:00,5,5,1,1,0,0,0,Edificio Apolonia,5.418381763155237
2022-01-08 06:00:00,6,5,1,1,0,0,0,Edificio Apolonia,5.341825409872216
2022-01-08 07:00:00,7,5,1,1,0,0,0,Edificio Apolonia,5.453770294815254
2022-01-08 08:00:00,8,5,1,1,0,0,0,Edificio Apolonia,5.907212763780803
2022-01-08 09:00:00,9,5,1,1,0,0,0,Edificio Apolonia,6.4411216739481665
2022-01-08 10:00:00,10,5,1,1,0,0,0,Edificio Apolonia,6.523911482142575
2022-01-08 11:00:00,11,5,1,1,0,0,0,Edificio Apolonia,6.835612287479973
2022-01-08 12:00:00,12,5,1,1,0,0,0,Edificio Apolonia,6.859865479810548
2022-01-08 13:00:00,13,5,1,1,0,0,0,Edificio Apolonia,6.692444264237472
2022-01-08 14:00:00,14,5,1,1,0,0,0,Edificio Apolonia,6.08135453446201
2022-01-08 15:00:00,15,5,1,1,0,0,0,Edificio Apolonia,6.307597077405243
2022-01-08 16:00:00,16,5,1,1,0,0,0,Edificio Apolonia,5.713474034558216
2022-01-08 17:00:00,17,5,1,1,0,0,0,Edificio Apolonia,5.99271753947266
2022-01-08 18:00:00,18,5,1,1,0,0,0,Edificio Apolonia,5.989363385209513
2022-01-08 19:00:00,19,5,1,1,0,0,0,Edificio Apolonia,6.238711019317018
2022-01-08 20:00:00,20,5,1,1,0,0,0,Edificio Apolonia,4.9788387106453245
2022-01-08 21:00:00,21,5,1,1,0,0,0,Edificio Apolonia,5.226040723906147
2022-01-08 22:00:00,22,5,1,1,0,0,0,Edificio Apolonia,5.508051848225014
2022-01-08 23:00:00,23,5,1,1,0,0,0,Edificio Apolonia,5.104564654382816
2022-01-09 00:00:00,0,6,1,1,0,0,0,Edificio Apolonia,4.98886247430911
2022-01-09 01:00:00,1,6,1,1,0,0,0,Edificio Apolonia,5.034602861390517
2022-01-09 02:00:00,2,6,1,1,0,0,0,Edificio Apolonia,4.942516776600003
2022-01-09 03:00:00,3,6,1,1,0,0,0,Edificio Apolonia,4.765940476253615
2022-01-09 04:00:00,4,6,1,1,0,0,0,Edificio Apolonia,4.686081844149507
2022-01-09 05:00:00,5,6,1,1,0,0,0,Edificio Apolonia,5.003506609824954
2022-01-09 06:00:00,6,6,1,1,0,0,0,Edificio Apolonia,4.797718642242001
2022-01-09 07:00:00,7,6,1,1,0,0,0,Edificio Apolonia,5.371903465577209
2022-01-09 08:00:00,8,6,1,1,0,0,0,Edificio Apolonia,5.776523420787452
2022-01-09 09:00:00,9,6,1,1,0,0,0,Edificio Apolonia,5.421339344323528
2022-01-09 10:00:00,10,6,1,1,0,0,0,Edificio Apolonia,6.581375373997628
2022-01-09 11:00:00,11,6,1,1,0,0,0,Edificio Apolonia,7.203978916203903
2022-01-09 12:00:00,12,6,1,1,0,0,0,Edificio Apolonia,6.447750361923163
2022-01-09 13:00:00,13,6,1,1,0,0,0,Edificio Apolonia,6.351955815241723
2022-01-09 14:00:00,14,6,1,1,0,0,0,Edificio Apolonia,6.136814489986561
2022-01-09 15:00:00,15,6,1,1,0,0,0,Edificio Apolonia,5.802211020377014
2022-01-09 16:00:00,16,6,1,1,0,0,0,Edificio Apolonia,6.284689635075404
2022-01-09 17:00:00,17,6,1,1,0,0,0,Edificio Apolonia,5.274667694676531
2022-01-09 18:00:00,18,6,1,1,0,0,0,Edificio Apolonia,6.164255193743228
2022-01-09 19:00:00,19,6,1,1,0,0,0,Edificio Apolonia,5.246820906148432
2022-01-09 20:00:00,20,6,1,1,0,0,0,Edificio Apolonia,5.618488676184161
2022-01-09 21:00:00,21,6,1,1,0,0,0,Edificio Apolonia,5.267132316435889
2022-01-09 22:00:00,22,6,1,1,0,0,0,Edificio Apolonia,4.74633410531839
2022-01-09 23:00:00,23,6,1,1,0,0,0,Edificio Apolonia,5.013434077497429
2022-01-10 00:00:00,0,0,1,0,0,0,0,Edificio Apolonia,3.062335990566391
2022-01-10 01:00:00,1,0,1,0,0,0,0,Edificio Apolonia,3.153474708970308
2022-01-10 02:00:00,2,0,1,0,0,0,0,Edificio Apolonia,2.893509193959727
2022-01-10 03:00:00,3,0,1,0,0,0,0,Edificio Apolonia,3.339125450570666
2022-01-10 04:00:00,4,0,1,0,0,0,0,Edificio Apolonia,3.354871759314604
2022-01-10 05:00:00,5,0,1,0,0,0,0,Edificio Apolonia,3.7133692148749198
2022-01-10 06:00:00,6,0,1,0,0,0,0,Edificio Apolonia,4.4422086326424095
2022-01-10 07:00:00,7,0,1,0,0,0,0,Edificio Apolonia,7.143106931565449
2022-01-10 08:00:00,8,0,1,0,0,0,0,Edificio Apolonia,10.95580590653864
2022-01-10 09:00:00,9,0,1,0,0,0,0,Edificio Apolonia,13.987951918944537
2022-01-10 10:00:00,10,0,1,0,0,0,0,Edificio Apolonia,16.896906381471236
2022-01-10 11:00:00,11,0,1,0,0,0,0,Edificio Apolonia,17.64122497325339
2022-01-10 12:00:00,12,0,1,0,0,0,0,Edificio Apolonia,16.397082803143803
2022-01-10 13:00:00,13,0,1,0,0,0,0,Edificio Apolonia,14.411350257944727
2022-01-10 14:00:00,14,0,1,0,0,0,0,Edificio Apolonia,15.74919277124264
2022-01-10 15:00:00,15,0,1,0,0,0,0,Edificio Apolonia,14.01597318979878
2022-01-10 16:00:00,16,0,1,0,0,0,0,Edificio Apolonia,13.43407337949242
2022-01-10 17:00:00,17,0,1,0,0,0,0,Edificio Apolonia,12.67809820828975
2022-01-10 18:00:00,18,0,1,0,0,0,0,Edificio Apolonia,11.802186068453924
2022-01-10 19:00:00,19,0,1,0,0,0,0,Edificio Apolonia,11.355524488846775
2022-01-10 20:00:00,20,0,1,0,0,0,0,Edificio Apolonia,8.94059417192245
2022-01-10 21:00:00,21,0,1,0,0,0,0,Edificio Apolonia,8.433920729784699
2022-01-10 22:00:00,22,0,1,0,0,0,0,Edificio Apolonia,6.464030807053456
2022-01-10 23:00:00,23,0,1,0,0,0,0,Edificio Apolonia,4.728470836830174
2022-01-11 00:00:00,0,1,1,0,0,0,0,Edificio Apolonia,3.0016659062428004
2022-01-11 01:00:00,1,1,1,0,0,0,0,Edificio Apolonia,3.048936504690861
2022-01-11 02:00:00,2,1,1,0,0,0,0,Edificio Apolonia,2.7176661979400722
2022-01-11 03:00:00,3,1,1,0,0,0,0,Edificio Apolonia,3.0408171401374746
2022-01-11 04:00:00,4,1,1,0,0,0,0,Edificio Apolonia,2.9365406996277263
2022-01-11 05:00:00,5,1,1,0,0,0,0,Edificio Apolonia,3.4236630183216805
2022-01-11 06:00:00,6,1,1,0,0,0,0,Edificio Apolonia,4.390574129172262
2022-01-11 07:00:00,7,1,1,0,0,0,0,Edificio Apolonia,6.6377549244665115
2022-01-11 08:00:00,8,1,1,0,0,0,0,Edificio Apolonia,12.1705308913314
2022-01-11 09:00:00,9,1,1,0,0,0,0,Edificio Apolonia,15.200038881612969
2022-01-11 10:00:00,10,1,1,0,0,0,0,Edificio Apolonia,15.783472312662507
2022-01-11 11:00:00,11,1,1,0,0,0,0,Edificio Apolonia,18.066962911178315
2022-01-11 12:00:00,12,1,1,0,0,0,0,Edificio Apolonia,15.88016487811065
2022-01-11 13:00:00,13,1,1,0,0,0,0,Edificio Apolonia,14.97571947659347
2022-01-11 14:00:00,14,1,1,0,0,0,0,Edificio Apolonia,14.856605353710641
2022-01-11 15:00:00,15,1,1,0,0,0,0,Edificio Apolonia,13.575113039937678
2022-01-11 16:00:00,16,1,1,0,0,0,0,Edificio Apolonia,13.493308608825068
2022-01-11 17:00:00,17,1,1,0,0,0,0,Edificio Apolonia,11.924336887815796
2022-01-11 18:00:00,18,1,1,0,0,0,0,Edificio Apolonia,11.54887861628775
2022-01-11 19:00:00,19,1,1,0,0,0,0,Edificio Apolonia,10.3300724624139
2022-01-11 20:00:00,20,1,1,0,0,0,0,Edificio Apolonia,9.025978734257572
2022-01-11 21:00:00,21,1,1,0,0,0,0,Edificio Apolonia,8.279895702041124
2022-01-11 22:00:00,22,1,1,0,0,0,0,Edificio Apolonia,5.823803270785189
2022-01-11 23:00:00,23,1,1,0,0,0,0,Edificio Apolonia,4.822115486744055
2022-01-12 00:00:00,0,2,1,0,0,0,0,Edificio Apolonia,2.996364616350946
2022-01-12 01:00:00,1,2,1,0,0,0,0,Edificio Apolonia,2.982161292006938
2022-01-12 02:00:00,2,2,1,0,0,0,0,Edificio Apolonia,2.845164426668352
2022-01-12 03:00:00,3,2,1,0,0,0,0,Edificio Apolonia,3.1543905066635096
2022-01-12 04:00:00,4,2,1,0,0,0,0,Edificio Apolonia,3.240392689034855
2022-01-12 05:00:00,5,2,1,0,0,0,0,Edificio Apolonia,3.496952730905499
2022-01-12 06:00:00,6,2,1,0,0,0,0,Edificio Apolonia,4.738290973273753
2022-01-12 07:00:00,7,2,1,0,0,0,0,Edificio Apolonia,7.444787684099428
2022-01-12 08:00:00,8,2,1,0,0,0,0,Edificio Apolonia,11.095755266516797
2022-01-12 09:00:00,9,2,1,0,0,0,0,Edificio Apolonia,15.039849725428232
2022-01-12 10:00:00,10,2,1,0,0,0,0,Edificio Apolonia,16.745657940886627
2022-01-12 11:00:00,11,2,1,0,0,0,0,Edificio Apolonia,17.7988872063183
2022-01-12 12:00:00,12,2,1,0,0,0,0,Edificio Apolonia,15.268552983776132
2022-01-12 13:00:00,13,2,1,0,0,0,0,Edificio Apolonia,15.391038684272997
2022-01-12 14:00:00,14,2,1,0,0,0,0,Edificio Apolonia,13.322800793367428
2022-01-12 15:00:00,15,2,1,0,0,0,0,Edificio Apolonia,14.255077673256181
2022-01-12 16:00:00,16,2,1,0,0,0,0,Edificio Apolonia,13.615642473288618
2022-01-12 17:00:00,17,2,1,0,0,0,0,Edificio Apolonia,11.40542548982168
2022-01-12 18:00:00,18,2,1,0,0,0,0,Edificio Apolonia,10.493349987680725
2022-01-12 19:00:00,19,2,1,0,0,0,0,Edificio Apolonia,10.707425409319454
2022-01-12 20:00:00,20,2,1,0,0,0,0,Edificio Apolonia,9.326431419215162
2022-01-12 21:00:00,21,2,1,0,0,0,0,Edificio Apolonia,7.41890830627377
2022-01-12 22:00:00,22,2,1,0,0,0,0,Edificio Apolonia,6.169611298015773
2022-01-12 23:00:00,23,2,1,0,0,0,0,Edificio Apolonia,4.419789925164076
2022-01-13 00:00:00,0,3,1,0,0,0,0,Edificio Apolonia,3.1314545589201646
2022-01-13 01:00:00,1,3,1,0,0,0,0,Edificio Apolonia,2.934860977503328
2022-01-13 02:00:00,2,3,1,0,0,0,0,Edificio Apolonia,2.867623218094294
2022-01-13 03:00:00,3,3,1,0,0,0,0,Edificio Apolonia,3.1734447314384466
2022-01-13 04:00:00,4,3,1,0,0,0,0,Edificio Apolonia,3.1373878742624286
2022-01-13 05:00:00,5,3,1,0,0,0,0,Edificio Apolonia,3.461062034939559
2022-01-13 06:00:00,6,3,1,0,0,0,0,Edificio Apolonia,4.56477008017772
2022-01-13 07:00:00,7,3,1,0,0,0,0,Edificio Apolonia,7.3267540709550065
2022-01-13 08:00:00,8,3,1,0,0,0,0,Edificio Apolonia,10.232837960977822
2022-01-13 09:00:00,9,3,1,0,0,0,0,Edificio Apolonia,15.047603382435067
2022-01-13 10:00:00,10,3,1,0,0,0,0,Edificio Apolonia,16.323633941477354
2022-01-13 11:00:00,11,3,1,0,0,0,0,Edificio Apolonia,17.769276951926344
2022-01-13 12:00:00,12,3,1,0,0,0,0,Edificio Apolonia,17.223472491273473
2022-01-13 13:00:00,13,3,1,0,0,0,0,Edificio Apolonia,16.03755442782865
2022-01-13 14:00:00,14,3,1,0,0,0,0,Edificio Apolonia,14.961388570152938
2022-01-13 15:00:00,15,3,1,0,0,0,0,Edificio Apolonia,13.597773568411249
2022-01-13 16:00:00,16,3,1,0,0,0,0,Edificio Apolonia,12.92548798189463
2022-01-13 17:00:00,17,3,1,0,0,0,0,Edificio Apolonia,11.607318750911533
2022-01-13 18:00:00,18,3,1,0,0,0,0,Edificio Apolonia,10.973057757674274
