timestamp,hour,day_of_week,month,is_weekend,is_semester,is_exam,is_holiday,building_name,consumption_kWh,area_m2
2022-01-04 05:00:00,5,1,1,0,0,0,0,Edificio Apolonia,3.6794583475788762,1560
2022-01-04 06:00:00,6,1,1,0,0,0,0,Edificio Apolonia,4.939565826282514,1560
2022-01-04 07:00:00,7,1,1,0,0,0,0,Edificio Apolonia,7.3035006745555755,1560
2022-01-04 08:00:00,8,1,1,0,0,0,0,Edificio Apolonia,10.123854235500193,1560
2022-01-04 09:00:00,9,1,1,0,0,0,0,Edificio Apolonia,14.321891757457717,1560
2022-01-04 10:00:00,10,1,1,0,0,0,0,Edificio Apolonia,16.744595926493137,1560
2022-01-04 11:00:00,11,1,1,0,0,0,0,Edificio Apolonia,16.277612053803356,1560
2022-01-04 12:00:00,12,1,1,0,0,0,0,Edificio Apolonia,16.786164749353798,1560
2022-01-04 13:00:00,13,1,1,0,0,0,0,Edificio Apolonia,14.662890633689877,1560
2022-01-04 14:00:00,14,1,1,0,0,0,0,Edificio Apolonia,14.393485108966068,1560
2022-01-04 15:00:00,15,1,1,0,0,0,0,Edificio Apolonia,13.836069829447242,1560
2022-01-04 16:00:00,16,1,1,0,0,0,0,Edificio Apolonia,13.556412589673986,1560
2022-01-04 17:00:00,17,1,1,0,0,0,0,Edificio Apolonia,12.921004467657786,1560
2022-01-04 18:00:00,18,1,1,0,0,0,0,Edificio Apolonia,11.332037548610227,1560
2022-01-04 19:00:00,19,1,1,0,0,0,0,Edificio Apolonia,11.790412449124604,1560
2022-01-04 20:00:00,20,1,1,0,0,0,0,Edificio Apolonia,9.534625531689235,1560
2022-01-04 21:00:00,21,1,1,0,0,0,0,Edificio Apolonia,7.809179296088151,1560
2022-01-04 22:00:00,22,1,1,0,0,0,0,Edificio Apolonia,5.9894690451944745,1560
2022-01-04 23:00:00,23,1,1,0,0,0,0,Edificio Apolonia,4.881145856327109,1560
2022-01-05 00:00:00,0,2,1,0,0,0,0,Edificio Apolonia,2.913755976142415,1560
2022-01-05 01:00:00,1,2,1,0,0,0,0,Edificio Apolonia,3.017844716092806,1560
2022-01-05 02:00:00,2,2,1,0,0,0,0,Edificio Apolonia,2.9425286366923884,1560
2022-01-05 03:00:00,3,2,1,0,0,0,0,Edificio Apolonia,2.8816264924667867,1560
2022-01-05 04:00:00,4,2,1,0,0,0,0,Edificio Apolonia,3.0846781057673804,1560
2022-01-05 05:00:00,5,2,1,0,0,0,0,Edificio Apolonia,3.5278556146731788,1560
2022-01-05 06:00:00,6,2,1,0,0,0,0,Edificio Apolonia,4.579374341281518,1560
2022-01-05 07:00:00,7,2,1,0,0,0,0,Edificio Apolonia,7.081256038028008,1560
2022-01-05 08:00:00,8,2,1,0,0,0,0,Edificio Apolonia,11.213282692148029,1560
2022-01-05 09:00:00,9,2,1,0,0,0,0,Edificio Apolonia,16.250637160389836,1560
2022-01-05 10:00:00,10,2,1,0,0,0,0,Edificio Apolonia,18.140724474969463,1560
2022-01-05 11:00:00,11,2,1,0,0,0,0,Edificio Apolonia,19.038490615166204,1560
2022-01-05 12:00:00,12,2,1,0,0,0,0,Edificio Apolonia,15.425049527759658,1560
2022-01-05 13:00:00,13,2,1,0,0,0,0,Edificio Apolonia,13.6593757194422,1560
2022-01-05 14:00:00,14,2,1,0,0,0,0,Edificio Apolonia,14.102008482093963,1560
2022-01-05 15:00:00,15,2,1,0,0,0,0,Edificio Apolonia,13.790994204640535,1560
2022-01-05 16:00:00,16,2,1,0,0,0,0,Edificio Apolonia,12.555381917660531,1560
2022-01-05 17:00:00,17,2,1,0,0,0,0,Edificio Apolonia,11.712735793467743,1560
2022-01-05 18:00:00,18,2,1,0,0,0,0,Edificio Apolonia,12.04178615993988,1560
2022-01-05 19:00:00,19,2,1,0,0,0,0,Edificio Apolonia,11.152662494482916,1560
2022-01-05 20:00:00,20,2,1,0,0,0,0,Edificio Apolonia,10.949529221041976,1560
2022-01-05 21:00:00,21,2,1,0,0,0,0,Edificio Apolonia,7.550837466170783,1560
2022-01-05 22:00:00,22,2,1,0,0,0,0,Edificio Apolonia,6.129478958494124,1560
2022-01-05 23:00:00,23,2,1,0,0,0,0,Edificio Apolonia,4.558491337005068,1560
2022-01-06 00:00:00,0,3,1,0,0,0,0,Edificio Apolonia,3.0668754534926395,1560
2022-01-06 01:00:00,1,3,1,0,0,0,0,Edificio Apolonia,3.0066147302090585,1560
2022-01-06 02:00:00,2,3,1,0,0,0,0,Edificio Apolonia,3.120773060467832,1560
2022-01-06 03:00:00,3,3,1,0,0,0,0,Edificio Apolonia,3.1305328211083303,1560
2022-01-06 04:00:00,4,3,1,0,0,0,0,Edificio Apolonia,3.065991325910204,1560
2022-01-06 05:00:00,5,3,1,0,0,0,0,Edificio Apolonia,3.6509608969540315,1560
2022-01-06 06:00:00,6,3,1,0,0,0,0,Edificio Apolonia,4.301870713854571,1560
2022-01-06 07:00:00,7,3,1,0,0,0,0,Edificio Apolonia,6.617510751005145,1560
2022-01-06 08:00:00,8,3,1,0,0,0,0,Edificio Apolonia,11.647788776324884,1560
2022-01-06 09:00:00,9,3,1,0,0,0,0,Edificio Apolonia,15.239313578213157,1560
2022-01-06 10:00:00,10,3,1,0,0,0,0,Edificio Apolonia,17.290747103206456,1560
2022-01-06 11:00:00,11,3,1,0,0,0,0,Edificio Apolonia,16.712327619517385,1560
2022-01-06 12:00:00,12,3,1,0,0,0,0,Edificio Apolonia,16.02746269393332,1560
2022-01-06 13:00:00,13,3,1,0,0,0,0,Edificio Apolonia,15.448033746861888,1560
2022-01-06 14:00:00,14,3,1,0,0,0,0,Edificio Apolonia,16.051702240635542,1560
2022-01-06 15:00:00,15,3,1,0,0,0,0,Edificio Apolonia,14.304756130767323,1560
2022-01-06 16:00:00,16,3,1,0,0,0,0,Edificio Apolonia,13.678506477176729,1560
2022-01-06 17:00:00,17,3,1,0,0,0,0,Edificio Apolonia,12.322248106371651,1560
2022-01-06 18:00:00,18,3,1,0,0,0,0,Edificio Apolonia,11.40991110318528,1560
2022-01-06 19:00:00,19,3,1,0,0,0,0,Edificio Apolonia,10.91959452172737,1560
2022-01-06 20:00:00,20,3,1,0,0,0,0,Edificio Apolonia,9.359156036254632,1560
2022-01-06 21:00:00,21,3,1,0,0,0,0,Edificio Apolonia,7.675962949693684,1560
2022-01-06 22:00:00,22,3,1,0,0,0,0,Edificio Apolonia,5.502733093150876,1560
2022-01-06 23:00:00,23,3,1,0,0,0,0,Edificio Apolonia,4.440685182452847,1560
2022-01-07 00:00:00,0,4,1,0,0,0,0,Edificio Apolonia,2.9363782229299717,1560
2022-01-07 01:00:00,1,4,1,0,0,0,0,Edificio Apolonia,2.965837636535822,1560
2022-01-07 02:00:00,2,4,1,0,0,0,0,Edificio Apolonia,2.841226740092115,1560
2022-01-07 03:00:00,3,4,1,0,0,0,0,Edificio Apolonia,3.1176600654654636,1560
2022-01-07 04:00:00,4,4,1,0,0,0,0,Edificio Apolonia,3.0721143245072997,1560
2022-01-07 05:00:00,5,4,1,0,0,0,0,Edificio Apolonia,3.548176792733355,1560
2022-01-07 06:00:00,6,4,1,0,0,0,0,Edificio Apolonia,4.649407341002104,1560
2022-01-07 07:00:00,7,4,1,0,0,0,0,Edificio Apolonia,6.7757935655068255,1560
2022-01-07 08:00:00,8,4,1,0,0,0,0,Edificio Apolonia,11.14452911658346,1560
2022-01-07 09:00:00,9,4,1,0,0,0,0,Edificio Apolonia,13.920456362573402,1560
2022-01-07 10:00:00,10,4,1,0,0,0,0,Edificio Apolonia,17.467318970570165,1560
2022-01-07 11:00:00,11,4,1,0,0,0,0,Edificio Apolonia,16.758359629442594,1560
2022-01-07 12:00:00,12,4,1,0,0,0,0,Edificio Apolonia,16.542525711237698,1560
2022-01-07 13:00:00,13,4,1,0,0,0,0,Edificio Apolonia,14.896683066659433,1560
2022-01-07 14:00:00,14,4,1,0,0,0,0,Edificio Apolonia,13.640973265129064,1560
2022-01-07 15:00:00,15,4,1,0,0,0,0,Edificio Apolonia,13.902233098671129,1560
2022-01-07 16:00:00,16,4,1,0,0,0,0,Edificio Apolonia,13.479908426421675,1560
2022-01-07 17:00:00,17,4,1,0,0,0,0,Edificio Apolonia,11.748777208109319,1560
2022-01-07 18:00:00,18,4,1,0,0,0,0,Edificio Apolonia,11.172791609984461,1560
2022-01-07 19:00:00,19,4,1,0,0,0,0,Edificio Apolonia,11.237482366896907,1560
2022-01-07 20:00:00,20,4,1,0,0,0,0,Edificio Apolonia,9.871901821889091,1560
2022-01-07 21:00:00,21,4,1,0,0,0,0,Edificio Apolonia,7.811221258241055,1560
2022-01-07 22:00:00,22,4,1,0,0,0,0,Edificio Apolonia,6.0211216806860515,1560
2022-01-07 23:00:00,23,4,1,0,0,0,0,Edificio Apolonia,4.555442466141128,1560
2022-01-08 00:00:00,0,5,1,1,0,0,0,Edificio Apolonia,5.396029078179623,1560
2022-01-08 01:00:00,1,5,1,1,0,0,0,Edificio Apolonia,5.05087054327298,1560
2022-01-08 02:00:00,2,5,1,1,0,0,0,Edificio Apolonia,5.468539877913157,1560
2022-01-08 03:00:00,3,5,1,1,0,0,0,Edificio Apolonia,4.816294491544096,1560
2022-01-08 04:00:00,4,5,1,1,0,0,0,Edificio Apolonia,4.517340831177417,1560
2022-01-08 05:00:00,5,5,1,1,0,0,0,Edificio Apolonia,5.036862383343893,1560
2022-01-08 06:00:00,6,5,1,1,0,0,0,Edificio Apolonia,4.857616198046329,1560
2022-01-08 07:00:00,7,5,1,1,0,0,0,Edificio Apolonia,5.686020652645814,1560
2022-01-08 08:00:00,8,5,1,1,0,0,0,Edificio Apolonia,5.686247049339283,1560
2022-01-08 09:00:00,9,5,1,1,0,0,0,Edificio Apolonia,5.69576354962433,1560
2022-01-08 10:00:00,10,5,1,1,0,0,0,Edificio Apolonia,6.6971915535485875,1560
2022-01-08 11:00:00,11,5,1,1,0,0,0,Edificio Apolonia,6.422965491291651,1560
2022-01-08 12:00:00,12,5,1,1,0,0,0,Edificio Apolonia,6.442156792212977,1560
2022-01-08 13:00:00,13,5,1,1,0,0,0,Edificio Apolonia,5.860786177406728,1560
2022-01-08 14:00:00,14,5,1,1,0,0,0,Edificio Apolonia,6.289642761934123,1560
2022-01-08 15:00:00,15,5,1,1,0,0,0,Edificio Apolonia,5.762952258212797,1560
2022-01-08 16:00:00,16,5,1,1,0,0,0,Edificio Apolonia,5.950342472315383,1560
2022-01-08 17:00:00,17,5,1,1,0,0,0,Edificio Apolonia,6.006786750096728,1560
2022-01-08 18:00:00,18,5,1,1,0,0,0,Edificio Apolonia,5.657522060907977,1560
2022-01-08 19:00:00,19,5,1,1,0,0,0,Edificio Apolonia,5.561990737885402,1560
2022-01-08 20:00:00,20,5,1,1,0,0,0,Edificio Apolonia,5.191939364731989,1560
2022-01-08 21:00:00,21,5,1,1,0,0,0,Edificio Apolonia,5.563394305445783,1560
2022-01-08 22:00:00,22,5,1,1,0,0,0,Edificio Apolonia,5.507308190494031,1560
2022-01-08 23:00:00,23,5,1,1,0,0,0,Edificio Apolonia,5.199278236473427,1560
2022-01-09 00:00:00,0,6,1,1,0,0,0,Edificio Apolonia,5.051751615138023,1560
2022-01-09 01:00:00,1,6,1,1,0,0,0,Edificio Apolonia,5.1935209161478175,1560
2022-01-09 02:00:00,2,6,1,1,0,0,0,Edificio Apolonia,4.8399675115447565,1560
2022-01-09 03:00:00,3,6,1,1,0,0,0,Edificio Apolonia,5.312894401300941,1560
2022-01-09 04:00:00,4,6,1,1,0,0,0,Edificio Apolonia,5.10080490981393,1560
2022-01-09 05:00:00,5,6,1,1,0,0,0,Edificio Apolonia,5.2020528753922815,1560
2022-01-09 06:00:00,6,6,1,1,0,0,0,Edificio Apolonia,5.03278971043759,1560
2022-01-09 07:00:00,7,6,1,1,0,0,0,Edificio Apolonia,5.897625873043036,1560
2022-01-09 08:00:00,8,6,1,1,0,0,0,Edificio Apolonia,5.488444996990524,1560
2022-01-09 09:00:00,9,6,1,1,0,0,0,Edificio Apolonia,6.109268586209857,1560
2022-01-09 10:00:00,10,6,1,1,0,0,0,Edificio Apolonia,6.098217505585689,1560
2022-01-09 11:00:00,11,6,1,1,0,0,0,Edificio Apolonia,6.72668404952194,1560
2022-01-09 12:00:00,12,6,1,1,0,0,0,Edificio Apolonia,6.833367606828514,1560
2022-01-09 13:00:00,13,6,1,1,0,0,0,Edificio Apolonia,6.344510389888746,1560
2022-01-09 14:00:00,14,6,1,1,0,0,0,Edificio Apolonia,6.185239039001394,1560
2022-01-09 15:00:00,15,6,1,1,0,0,0,Edificio Apolonia,5.614004670961313,1560
2022-01-09 16:00:00,16,6,1,1,0,0,0,Edificio Apolonia,6.332854825261776,1560
2022-01-09 17:00:00,17,6,1,1,0,0,0,Edificio Apolonia,6.010820293215031,1560
2022-01-09 18:00:00,18,6,1,1,0,0,0,Edificio Apolonia,6.021015710515107,1560
2022-01-09 19:00:00,19,6,1,1,0,0,0,Edificio Apolonia,5.496865023421028,1560
2022-01-09 20:00:00,20,6,1,1,0,0,0,Edificio Apolonia,5.430417264473645,1560
2022-01-09 21:00:00,21,6,1,1,0,0,0,Edificio Apolonia,5.608504863721845,1560
2022-01-09 22:00:00,22,6,1,1,0,0,0,Edificio Apolonia,5.522367531914844,1560
2022-01-09 23:00:00,23,6,1,1,0,0,0,Edificio Apolonia,5.425641676143314,1560
2022-01-10 00:00:00,0,0,1,0,0,0,0,Edificio Apolonia,2.9690936280282987,1560
2022-01-10 01:00:00,1,0,1,0,0,0,0,Edificio Apolonia,2.9510230600891885,1560
2022-01-10 02:00:00,2,0,1,0,0,0,0,Edificio Apolonia,2.7680134937836174,1560
2022-01-10 03:00:00,3,0,1,0,0,0,0,Edificio Apolonia,2.7487760801805408,1560
2022-01-10 04:00:00,4,0,1,0,0,0,0,Edificio Apolonia,3.1813172804784577,1560
2022-01-10 05:00:00,5,0,1,0,0,0,0,Edificio Apolonia,3.492585139431249,1560
2022-01-10 06:00:00,6,0,1,0,0,0,0,Edificio Apolonia,4.632622654394847,1560
2022-01-10 07:00:00,7,0,1,0,0,0,0,Edificio Apolonia,6.847305636365242,1560
2022-01-10 08:00:00,8,0,1,0,0,0,0,Edificio Apolonia,10.204780516616394,1560
2022-01-10 09:00:00,9,0,1,0,0,0,0,Edificio Apolonia,15.48112085952754,1560
2022-01-10 10:00:00,10,0,1,0,0,0,0,Edificio Apolonia,17.958783751413186,1560
2022-01-10 11:00:00,11,0,1,0,0,0,0,Edificio Apolonia,18.92518948767926,1560
2022-01-10 12:00:00,12,0,1,0,0,0,0,Edificio Apolonia,16.683525966941243,1560
2022-01-10 13:00:00,13,0,1,0,0,0,0,Edificio Apolonia,12.670880833345448,1560
2022-01-10 14:00:00,14,0,1,0,0,0,0,Edificio Apolonia,14.402913786546957,1560
2022-01-10 15:00:00,15,0,1,0,0,0,0,Edificio Apolonia,12.23794263655861,1560
2022-01-10 16:00:00,16,0,1,0,0,0,0,Edificio Apolonia,12.21163112335753,1560
2022-01-10 17:00:00,17,0,1,0,0,0,0,Edificio Apolonia,12.652584889296701,1560
2022-01-10 18:00:00,18,0,1,0,0,0,0,Edificio Apolonia,12.284561726168544,1560
2022-01-10 19:00:00,19,0,1,0,0,0,0,Edificio Apolonia,10.821541414926262,1560
2022-01-10 20:00:00,20,0,1,0,0,0,0,Edificio Apolonia,9.93036073746046,1560
2022-01-10 21:00:00,21,0,1,0,0,0,0,Edificio Apolonia,7.590085752461558,1560
2022-01-10 22:00:00,22,0,1,0,0,0,0,Edificio Apolonia,6.04206129745118,1560
2022-01-10 23:00:00,23,0,1,0,0,0,0,Edificio Apolonia,4.182276371326556,1560
2022-01-11 00:00:00,0,1,1,0,0,0,0,Edificio Apolonia,2.953987187134519,1560
2022-01-11 01:00:00,1,1,1,0,0,0,0,Edificio Apolonia,2.7185631696966697,1560
2022-01-11 02:00:00,2,1,1,0,0,0,0,Edificio Apolonia,2.857819325943182,1560
2022-01-11 03:00:00,3,1,1,0,0,0,0,Edificio Apolonia,3.176362081135132,1560
2022-01-11 04:00:00,4,1,1,0,0,0,0,Edificio Apolonia,3.022165756196788,1560
2022-01-11 05:00:00,5,1,1,0,0,0,0,Edificio Apolonia,3.2335319638489284,1560
2022-01-11 06:00:00,6,1,1,0,0,0,0,Edificio Apolonia,4.422838522463176,1560
2022-01-11 07:00:00,7,1,1,0,0,0,0,Edificio Apolonia,6.721257139807324,1560
2022-01-11 08:00:00,8,1,1,0,0,0,0,Edificio Apolonia,10.55809373175824,1560
2022-01-11 09:00:00,9,1,1,0,0,0,0,Edificio Apolonia,14.154036497611763,1560
2022-01-11 10:00:00,10,1,1,0,0,0,0,Edificio Apolonia,17.905084091534473,1560
2022-01-11 11:00:00,11,1,1,0,0,0,0,Edificio Apolonia,18.13242862949573,1560
2022-01-11 12:00:00,12,1,1,0,0,0,0,Edificio Apolonia,16.775953965806657,1560
2022-01-11 13:00:00,13,1,1,0,0,0,0,Edificio Apolonia,14.564422357924386,1560
2022-01-11 14:00:00,14,1,1,0,0,0,0,Edificio Apolonia,14.353268193136698,1560
2022-01-11 15:00:00,15,1,1,0,0,0,0,Edificio Apolonia,13.538153614157505,1560
2022-01-11 16:00:00,16,1,1,0,0,0,0,Edificio Apolonia,11.708422301411362,1560
2022-01-11 17:00:00,17,1,1,0,0,0,0,Edificio Apolonia,10.827598582610268,1560
2022-01-11 18:00:00,18,1,1,0,0,0,0,Edificio Apolonia,11.902308425989283,1560
2022-01-11 19:00:00,19,1,1,0,0,0,0,Edificio Apolonia,10.587748698101842,1560
2022-01-11 20:00:00,20,1,1,0,0,0,0,Edificio Apolonia,9.083748843489737,1560
2022-01-11 21:00:00,21,1,1,0,0,0,0,Edificio Apolonia,7.073813692564436,1560
2022-01-11 22:00:00,22,1,1,0,0,0,0,Edificio Apolonia,5.900361472292337,1560
2022-01-11 23:00:00,23,1,1,0,0,0,0,Edificio Apolonia,4.398730254494464,1560
2022-01-12 00:00:00,0,2,1,0,0,0,0,Edificio Apolonia,2.952477805722575,1560
2022-01-12 01:00:00,1,2,1,0,0,0,0,Edificio Apolonia,3.1303607269259737,1560
2022-01-12 02:00:00,2,2,1,0,0,0,0,Edificio Apolonia,3.1753019915774177,1560
2022-01-12 03:00:00,3,2,1,0,0,0,0,Edificio Apolonia,3.0029031473711623,1560
2022-01-12 04:00:00,4,2,1,0,0,0,0,Edificio Apolonia,3.046258525086112,1560
2022-01-12 05:00:00,5,2,1,0,0,0,0,Edificio Apolonia,3.6690259547442983,1560
2022-01-12 06:00:00,6,2,1,0,0,0,0,Edificio Apolonia,4.435965169967476,1560
2022-01-12 07:00:00,7,2,1,0,0,0,0,Edificio Apolonia,7.772671576471402,1560
2022-01-12 08:00:00,8,2,1,0,0,0,0,Edificio Apolonia,11.95852346270519,1560
2022-01-12 09:00:00,9,2,1,0,0,0,0,Edificio Apolonia,15.650613037789944,1560
2022-01-12 10:00:00,10,2,1,0,0,0,0,Edificio Apolonia,17.656169968041272,1560
2022-01-12 11:00:00,11,2,1,0,0,0,0,Edificio Apolonia,16.48943791696388,1560
2022-01-12 12:00:00,12,2,1,0,0,0,0,Edificio Apolonia,16.417587745478123,1560
2022-01-12 13:00:00,13,2,1,0,0,0,0,Edificio Apolonia,15.557545898978622,1560
2022-01-12 14:00:00,14,2,1,0,0,0,0,Edificio Apolonia,15.829595246753756,1560
2022-01-12 15:00:00,15,2,1,0,0,0,0,Edificio Apolonia,13.230585057122493,1560
2022-01-12 16:00:00,16,2,1,0,0,0,0,Edificio Apolonia,13.51807995783944,1560
2022-01-12 17:00:00,17,2,1,0,0,0,0,Edificio Apolonia,11.953868578026894,1560
2022-01-12 18:00:00,18,2,1,0,0,0,0,Edificio Apolonia,11.576879029739048,1560
2022-01-12 19:00:00,19,2,1,0,0,0,0,Edificio Apolonia,10.392745261166242,1560
2022-01-12 20:00:00,20,2,1,0,0,0,0,Edificio Apolonia,9.625468350293641,1560
2022-01-12 21:00:00,21,2,1,0,0,0,0,Edificio Apolonia,7.730029871035825,1560
2022-01-12 22:00:00,22,2,1,0,0,0,0,Edificio Apolonia,5.725234747970014,1560
2022-01-12 23:00:00,23,2,1,0,0,0,0,Edificio Apolonia,4.468393778976551,1560
